@relation yeast6_clustered

@attribute Instance_number numeric
@attribute Mcg numeric
@attribute Gvh numeric
@attribute Alm numeric
@attribute Mit numeric
@attribute Erl numeric
@attribute Pox numeric
@attribute Vac numeric
@attribute Nuc numeric
@attribute Class {positive,negative}
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19,cluster20,cluster21,cluster22,cluster23,cluster24,cluster25,cluster26,cluster27,cluster28,cluster29,cluster30,cluster31,cluster32,cluster33}

@data
676,0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,negative,cluster14
677,0.3,0.55,0.58,0.16,0.5,0,0.61,0.28,negative,cluster11
678,0.29,0.34,0.55,0.24,0.5,0,0.51,0.22,negative,cluster21
679,0.75,0.67,0.51,0.29,0.5,0,0.52,0.36,negative,cluster29
680,0.47,0.47,0.5,0.15,0.5,0,0.5,0.48,negative,cluster17
681,0.51,0.34,0.49,0.16,0.5,0,0.53,0.21,negative,cluster25
682,0.64,0.76,0.51,0.18,0.5,0,0.46,0.22,negative,cluster8
683,0.45,0.41,0.58,0.48,0.5,0,0.53,0.64,negative,cluster18
684,0.9,0.54,0.59,0.2,0.5,0,0.48,0.22,negative,cluster26
685,0.88,0.59,0.54,0.39,0.5,0,0.41,0.3,negative,cluster26
686,0.7,0.51,0.47,0.24,0.5,0,0.53,0.25,negative,cluster26
687,0.25,0.36,0.58,0.3,0.5,0,0.58,0.31,negative,cluster21
688,0.69,0.62,0.49,0,1,0,0.47,0.22,negative,cluster15
689,0.83,0.57,0.42,0.57,0.5,0,0.5,0.32,negative,cluster14
690,0.43,0.38,0.38,0.12,0.5,0,0.5,0.22,negative,cluster16
691,0.78,0.65,0.4,0.16,0.5,0,0.63,0.22,negative,cluster29
692,0.52,0.64,0.34,0.16,0.5,0,0.57,0.22,negative,cluster28
693,0.75,0.66,0.64,0.39,0.5,0,0.46,0.32,negative,cluster14
694,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22,negative,cluster11
695,0.58,0.51,0.56,0.16,0.5,0,0.34,0.22,negative,cluster2
696,0.48,0.49,0.45,0.23,0.5,0,0.51,0.22,negative,cluster25
697,0.39,0.42,0.49,0.1,0.5,0,0.49,0.65,negative,cluster22
698,0.31,0.42,0.48,0.17,0.5,0,0.49,0.53,negative,cluster17
699,0.39,0.28,0.54,0.14,0.5,0,0.59,0.22,negative,cluster33
700,0.76,0.67,0.37,0.22,0.5,0,0.54,0.22,negative,cluster29
701,0.49,0.27,0.57,0.18,0.5,0.83,0.54,0.22,negative,cluster1
702,0.28,0.48,0.56,0.16,0.5,0,0.48,0.26,negative,cluster11
703,0.69,0.39,0.52,0.12,0.5,0,0.38,0.35,negative,cluster26
704,0.64,0.52,0.5,0.26,0.5,0,0.51,0.31,negative,cluster26
705,0.56,0.48,0.5,0.3,0.5,0,0.51,0.22,negative,cluster27
706,0.5,0.5,0.54,0.16,0.5,0,0.49,0.22,negative,cluster32
707,0.47,0.43,0.59,0.27,0.5,0,0.55,0.22,negative,cluster19
708,0.68,0.59,0.44,0.49,0.5,0,0.4,0.26,negative,cluster14
709,0.5,0.51,0.57,0.27,0.5,0,0.48,0.22,negative,cluster20
710,0.45,0.46,0.61,0.2,0.5,0,0.62,0.22,negative,cluster19
711,0.53,0.51,0.36,0.13,0.5,0,0.52,0.22,negative,cluster28
712,0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,negative,cluster14
713,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,negative,cluster23
714,0.49,0.45,0.53,0.16,0.5,0,0.49,0.31,negative,cluster25
715,0.51,0.46,0.57,0.25,0.5,0,0.53,0.22,negative,cluster4
716,0.49,0.45,0.46,0.18,0.5,0,0.49,0.31,negative,cluster25
717,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22,negative,cluster25
718,0.55,0.59,0.52,0.1,0.5,0,0.53,0.22,negative,cluster32
719,0.39,0.58,0.5,0.1,0.5,0,0.51,0.25,negative,cluster11
720,0.7,0.84,0.49,0.28,1,0,0.58,0.22,negative,cluster15
721,0.33,0.38,0.45,0.19,0.5,0,0.54,0.37,negative,cluster21
722,0.61,0.46,0.44,0.47,0.5,0,0.5,0.37,negative,cluster18
723,0.41,0.48,0.38,0.13,0.5,0,0.51,0.35,negative,cluster24
724,0.37,0.42,0.6,0.13,0.5,0,0.51,0.22,negative,cluster33
725,0.45,0.58,0.59,0.44,0.5,0,0.56,0.22,negative,cluster20
726,0.74,0.89,0.32,0.24,0.5,0,0.54,0.32,negative,cluster3
727,0.28,0.46,0.26,0.18,0.5,0,0.39,0.22,negative,cluster5
728,0.51,0.46,0.49,0.21,0.5,0,0.55,0.22,negative,cluster25
729,0.8,0.82,0.57,0.26,0.5,0,0.57,0.27,negative,cluster3
730,0.46,0.49,0.45,0.28,0.5,0,0.55,0.22,negative,cluster25
731,0.4,0.36,0.55,0.15,0.5,0,0.53,0.22,negative,cluster33
732,0.67,0.46,0.58,0.3,0.5,0,0.57,0.27,negative,cluster26
733,0.5,0.32,0.49,0.49,0.5,0,0.48,0.32,negative,cluster30
734,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27,negative,cluster12
735,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27,negative,cluster29
736,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,negative,cluster14
737,0.48,0.45,0.59,0.35,0.5,0,0.55,0.3,negative,cluster20
738,0.26,0.28,0.6,0.2,0.5,0,0.54,0.31,negative,cluster21
739,0.59,0.45,0.58,0.21,0.5,0,0.49,0.22,negative,cluster4
740,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,negative,cluster1
741,0.59,0.58,0.47,0.61,0.5,0,0.44,0.3,negative,cluster14
742,0.5,0.57,0.62,0.25,0.5,0,0.51,0.22,negative,cluster20
743,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28,negative,cluster32
744,0.62,0.43,0.49,0.29,0.5,0,0.5,0.27,negative,cluster27
745,0.45,0.41,0.49,0.14,1,0,0.53,0.3,negative,cluster9
746,0.47,0.49,0.6,0.15,0.5,0,0.38,0.22,negative,cluster2
747,0.41,0.48,0.54,0.24,0.5,0,0.37,0.51,negative,cluster17
748,0.46,0.46,0.53,0.23,0.5,0,0.51,0.22,negative,cluster25
749,0.48,0.42,0.48,0.19,0.5,0,0.58,0.22,negative,cluster25
750,0.43,0.45,0.53,0.19,0.5,0,0.56,0.22,negative,cluster25
751,0.28,0.36,0.55,0.15,0.5,0,0.57,0.22,negative,cluster21
752,0.48,0.46,0.58,0.26,0.5,0,0.44,0.22,negative,cluster4
753,0.38,0.62,0.52,0.14,0.5,0,0.53,0.22,negative,cluster11
754,0.44,0.42,0.57,0.22,0.5,0,0.5,0.25,negative,cluster33
755,0.39,0.81,0.35,0.28,0.5,0,0.51,0.45,negative,cluster6
756,0.53,0.54,0.43,0.18,0.5,0,0.53,0.31,negative,cluster28
757,0.38,0.45,0.37,0.19,0.5,0,0.52,0.3,negative,cluster24
758,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22,negative,cluster33
759,0.31,0.3,0.34,0.19,0.5,0,0.55,0.3,negative,cluster5
760,0.5,0.42,0.57,0.49,0.5,0,0.48,0.27,negative,cluster30
761,0.59,0.61,0.51,0.62,0.5,0,0.51,0.38,negative,cluster14
762,0.45,0.4,0.43,0.22,0.5,0,0.51,0.48,negative,cluster17
763,0.47,0.54,0.53,0.77,0.5,0,0.52,0.36,negative,cluster23
764,0.47,0.61,0.5,0.23,0.5,0,0.49,0.22,negative,cluster8
765,0.78,0.69,0.44,0.26,0.5,0,0.54,0.22,negative,cluster29
766,0.49,0.6,0.3,0.34,0.5,0,0.5,0.43,negative,cluster28
767,0.27,0.56,0.3,0.14,0.5,0,0.52,0.39,negative,cluster24
768,0.4,0.39,0.33,0.17,0.5,0,0.51,0.31,negative,cluster5
769,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,negative,cluster32
770,0.95,0.71,0.27,0.39,0.5,0,0.31,0.22,negative,cluster3
771,0.97,0.71,0.29,0.42,0.5,0,0.35,0.22,negative,cluster3
772,0.44,0.43,0.34,0.21,0.5,0,0.55,0.4,negative,cluster16
773,0.39,0.49,0.3,0.19,0.5,0,0.52,0.31,negative,cluster24
774,0.38,0.48,0.51,0.13,0.5,0,0.5,0.32,negative,cluster11
775,0.37,0.51,0.39,0.18,0.5,0,0.51,0.27,negative,cluster24
776,0.27,0.49,0.36,0.26,0.5,0,0.49,0.26,negative,cluster24
777,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22,negative,cluster25
778,0.36,0.39,0.54,0.16,0.5,0,0.5,0.28,negative,cluster33
779,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33,negative,cluster32
780,0.37,0.48,0.5,0.26,0.5,0,0.52,0.39,negative,cluster17
781,0.25,0.39,0.5,0.23,0.5,0,0.5,0.28,negative,cluster21
782,0.49,0.71,0.54,0.13,0.5,0,0.58,0.22,negative,cluster6
783,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27,negative,cluster27
784,0.41,0.53,0.41,0.15,0.5,0,0.54,0.25,negative,cluster24
785,0.5,0.45,0.53,0.21,0.5,0,0.28,0.22,negative,cluster2
786,0.46,0.37,0.48,0.36,0.5,0,0.48,0.22,negative,cluster27
787,0.66,0.55,0.34,0.2,0.5,0,0.62,0.22,negative,cluster29
788,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,negative,cluster20
789,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27,negative,cluster25
790,0.42,0.28,0.51,0.23,0.5,0,0.53,0.27,negative,cluster33
791,0.51,0.48,0.46,0.29,0.5,0,0.54,0.22,negative,cluster27
792,0.75,0.69,0.48,0.13,0.5,0,0.57,0.4,negative,cluster29
793,0.69,0.7,0.5,0.3,0.5,0,0.54,0.22,negative,cluster29
794,0.63,0.55,0.53,0.51,0.5,0,0.55,0.22,negative,cluster14
795,0.55,0.63,0.54,0.16,0.5,0,0.45,0.27,negative,cluster8
796,0.46,0.62,0.54,0.25,0.5,0,0.46,0.22,negative,cluster20
797,0.53,0.59,0.48,0.14,0.5,0,0.51,0.22,negative,cluster8
798,0.42,0.53,0.57,0.17,0.5,0,0.49,0.22,negative,cluster11
799,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22,negative,cluster4
800,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28,negative,cluster4
801,0.33,0.35,0.56,0.19,0.5,0,0.5,0.22,negative,cluster33
802,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22,negative,cluster30
803,0.56,0.48,0.5,0.17,0.5,0,0.51,0.26,negative,cluster32
804,0.77,0.57,0.45,0.17,0.5,0,0.53,0.22,negative,cluster29
805,0.56,0.59,0.54,0.18,0.5,0,0.48,0.46,negative,cluster0
806,0.33,0.39,0.52,0.09,0.5,0,0.47,0.28,negative,cluster21
807,0.48,0.41,0.54,0.39,0.5,0,0.51,0.22,negative,cluster30
808,0.3,0.3,0.46,0.32,0.5,0,0.45,0.22,negative,cluster21
809,0.38,0.26,0.6,0.1,0.5,0,0.48,0.44,negative,cluster17
810,0.68,0.39,0.5,0.15,0.5,0,0.48,0.37,negative,cluster26
811,0.62,0.41,0.52,0.17,0.5,0,0.48,0.22,negative,cluster4
812,0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,negative,cluster25
813,0.32,0.48,0.49,0.17,0.5,0,0.47,0.22,negative,cluster11
814,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,negative,cluster33
815,0.33,0.21,0.53,0.15,1,0,0.52,0.5,negative,cluster9
816,0.49,0.45,0.57,0.24,0.5,0,0.47,0.38,negative,cluster0
817,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42,negative,cluster17
818,0.51,0.39,0.56,0.25,0.5,0,0.51,0.33,negative,cluster4
819,0.45,0.45,0.52,0.17,0.5,0,0.54,0.22,negative,cluster25
820,0.28,0.51,0.55,0.19,0.5,0,0.57,0.22,negative,cluster11
821,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27,negative,cluster20
822,0.48,0.56,0.49,0.32,0.5,0,0.5,0.22,negative,cluster20
823,0.59,0.46,0.48,0.46,0.5,0,0.49,0.22,negative,cluster30
824,0.51,0.46,0.4,0.65,0.5,0,0.49,0.22,negative,cluster23
825,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38,negative,cluster12
826,0.81,0.55,0.35,0.34,0.5,0,0.51,0.22,negative,cluster29
827,0.53,0.45,0.53,0.18,0.5,0,0.42,0.22,negative,cluster4
828,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26,negative,cluster7
829,0.36,0.33,0.38,0.15,0.5,0,0.55,0.36,negative,cluster5
830,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22,negative,cluster2
831,0.35,0.47,0.53,0.19,0.5,0,0.48,0.22,negative,cluster11
832,0.48,0.48,0.56,0.18,0.5,0,0.58,0.22,negative,cluster19
833,0.6,0.59,0.47,0.47,0.5,0,0.53,0.22,negative,cluster14
834,0.45,0.53,0.51,0.42,0.5,0,0.52,0.22,negative,cluster12
835,0.29,0.4,0.41,0.48,0.5,0,0.53,0.3,negative,cluster12
836,0.58,0.53,0.33,0.26,0.5,0,0.51,0.22,negative,cluster28
837,0.46,0.43,0.5,0.24,0.5,0,0.48,0.31,negative,cluster25
838,0.43,0.46,0.5,0.21,0.5,0,0.49,0.34,negative,cluster25
839,0.61,0.55,0.51,0.26,0.5,0,0.52,0.22,negative,cluster8
840,0.5,0.62,0.52,0.3,0.5,0,0.56,0.22,negative,cluster20
841,0.49,0.45,0.54,0.4,0.5,0,0.55,0.22,negative,cluster30
842,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22,negative,cluster32
843,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,negative,cluster8
844,0.38,0.31,0.59,0.19,0.5,0,0.46,0.22,negative,cluster33
845,0.68,0.53,0.44,0.31,0.5,0,0.51,0.22,negative,cluster29
846,0.24,0.41,0.47,0.16,0.5,0,0.51,0.38,negative,cluster21
847,0.61,0.39,0.53,0.14,0.5,0,0.43,0.26,negative,cluster4
848,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27,negative,cluster33
849,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61,negative,cluster22
850,0.51,0.55,0.56,0.18,0.5,0,0.5,0.38,negative,cluster0
851,0.39,0.44,0.54,0.24,0.5,0,0.51,0.49,negative,cluster17
852,0.43,0.48,0.53,0.18,0.5,0,0.46,0.22,negative,cluster11
853,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27,negative,cluster25
854,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22,negative,cluster32
855,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86,negative,cluster22
856,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6,negative,cluster17
857,0.45,0.54,0.49,0.29,0.5,0,0.49,0.25,negative,cluster20
858,0.55,0.59,0.53,0.15,0.5,0,0.49,0.22,negative,cluster8
859,0.31,0.39,0.55,0.28,0.5,0,0.46,0.31,negative,cluster21
860,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28,negative,cluster27
861,0.64,0.5,0.53,0.1,0.5,0,0.51,0.22,negative,cluster32
862,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32,negative,cluster11
863,0.48,0.47,0.59,0.41,0.5,0,0.56,0.27,negative,cluster30
864,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71,negative,cluster31
865,0.41,0.52,0.51,0.22,0.5,0,0.52,0.44,negative,cluster0
866,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61,negative,cluster31
867,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26,negative,cluster30
868,0.4,0.6,0.5,0.16,0.5,0,0.51,0.22,negative,cluster11
869,0.54,0.53,0.53,0.17,0.5,0,0.51,0.39,negative,cluster0
870,0.61,0.46,0.54,0.11,0.5,0,0.47,0.22,negative,cluster32
871,0.66,0.55,0.54,0.18,0.5,0,0.43,0.22,negative,cluster26
872,0.53,0.46,0.54,0.37,0.5,0,0.51,0.3,negative,cluster27
873,0.41,0.41,0.43,0.61,0.5,0,0.53,0.22,negative,cluster23
874,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33,negative,cluster4
875,0.49,0.67,0.5,0.28,0.5,0,0.43,0.22,negative,cluster8
876,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22,negative,cluster33
877,0.44,0.45,0.53,0.19,0.5,0,0.41,0.28,negative,cluster25
878,0.57,0.55,0.52,0.16,0.5,0,0.49,0.39,negative,cluster0
879,0.45,0.66,0.39,0.11,0.5,0,0.54,0.22,negative,cluster6
880,0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,negative,cluster17
881,0.35,0.42,0.56,0.28,0.5,0,0.47,0.22,negative,cluster33
882,0.46,0.41,0.58,0.1,0.5,0,0.48,0.22,negative,cluster33
883,0.57,0.51,0.58,0.22,0.5,0,0.51,0.22,negative,cluster4
884,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33,negative,cluster25
885,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22,negative,cluster11
886,0.55,0.45,0.58,0.25,0.5,0,0.49,0.22,negative,cluster4
887,0.4,0.66,0.34,0.21,0.5,0,0.52,0.26,negative,cluster6
888,0.42,0.21,0.59,0.3,0.5,0,0.47,0.27,negative,cluster7
889,0.6,0.48,0.46,0.32,0.5,0,0.4,0.33,negative,cluster27
890,0.64,0.44,0.51,0.35,0.5,0,0.53,0.22,negative,cluster27
891,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57,negative,cluster17
892,0.55,0.38,0.64,0.42,0.5,0,0.47,0.22,negative,cluster30
893,0.45,0.43,0.5,0.25,0.5,0,0.47,0.22,negative,cluster25
894,0.47,0.53,0.48,0.51,0.5,0,0.54,0.22,negative,cluster30
895,0.45,0.49,0.57,0.25,0.5,0,0.48,0.22,negative,cluster20
896,0.45,0.52,0.5,0.12,0.5,0,0.6,0.22,negative,cluster25
897,0.56,0.51,0.32,0.49,0.5,0,0.48,0.22,negative,cluster14
898,0.37,0.58,0.5,0.22,0.5,0,0.47,0.22,negative,cluster11
899,0.47,0.45,0.51,0.33,0.5,0,0.46,0.26,negative,cluster27
900,0.5,0.36,0.64,0.37,0.5,0,0.37,0.33,negative,cluster7
901,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33,negative,cluster2
902,0.38,0.4,0.59,0.25,0.5,0,0.44,0.22,negative,cluster33
903,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22,negative,cluster33
904,0.54,0.55,0.56,0.14,0.5,0,0.5,0.25,negative,cluster32
905,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,negative,cluster20
906,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,negative,cluster20
907,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,negative,cluster4
908,0.61,0.38,0.57,0.36,0.5,0,0.44,0.21,negative,cluster4
909,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,negative,cluster7
910,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,negative,cluster7
911,0.51,0.39,0.58,0.19,0.5,0,0.47,0.22,negative,cluster4
912,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22,negative,cluster32
913,0.35,0.41,0.53,0.27,0.5,0,0.47,0.29,negative,cluster33
914,0.56,0.49,0.54,0.15,0.5,0,0.5,0.35,negative,cluster32
915,0.57,0.37,0.43,0.27,0.5,0,0.53,0.28,negative,cluster27
916,0.57,0.49,0.61,0.26,0.5,0,0.52,0.22,negative,cluster4
917,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22,negative,cluster19
918,0.34,0.48,0.47,0.19,0.5,0,0.5,0.3,negative,cluster11
919,0.54,0.57,0.55,0.18,0.5,0,0.5,0.22,negative,cluster8
920,0.38,0.44,0.55,0.44,0.5,0,0.47,0.51,negative,cluster18
921,0.4,0.3,0.57,0.13,0.5,0,0.46,0.22,negative,cluster33
922,0.27,0.31,0.55,0.13,0.5,0,0.5,0.22,negative,cluster21
923,0.52,0.46,0.56,0.25,0.5,0,0.52,0.22,negative,cluster4
924,0.44,0.5,0.55,0.24,0.5,0,0.48,0.22,negative,cluster20
925,0.34,0.47,0.48,0.32,0.5,0,0.42,0.22,negative,cluster12
926,0.5,0.56,0.63,0.25,0.5,0,0.42,0.22,negative,cluster20
927,0.46,0.53,0.47,0.37,0.5,0,0.51,0.36,negative,cluster12
928,0.31,0.6,0.65,0.18,0.5,0,0.46,0.22,negative,cluster10
929,0.57,0.42,0.63,0.22,0.5,0,0.68,0.32,negative,cluster19
930,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22,negative,cluster11
931,0.38,0.38,0.54,0.24,0.5,0,0.54,0.22,negative,cluster33
932,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33,negative,cluster11
933,0.29,0.4,0.5,0.16,0.5,0,0.51,0.34,negative,cluster21
934,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26,negative,cluster33
935,0.35,0.33,0.48,0.42,0.5,0,0.47,0.43,negative,cluster18
936,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,negative,cluster2
937,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,negative,cluster2
938,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,negative,cluster2
939,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,negative,cluster2
940,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,negative,cluster32
941,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,negative,cluster32
942,0.61,0.53,0.59,0.17,0.5,0,0.44,0.28,negative,cluster26
943,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,negative,cluster32
944,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,negative,cluster32
945,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11,negative,cluster11
946,0.36,0.56,0.52,0.18,0.5,0,0.45,0.16,negative,cluster11
947,0.37,0.44,0.64,0.48,0.5,0,0.36,0.27,negative,cluster7
948,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,negative,cluster26
949,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,negative,cluster26
950,0.44,0.36,0.64,0.45,0.5,0,0.53,0.11,negative,cluster7
951,0.58,0.45,0.55,0.27,0.5,0,0.48,0.11,negative,cluster4
952,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,negative,cluster8
953,0.63,0.64,0.45,0.26,0.5,0,0.43,0.22,negative,cluster8
954,0.43,0.33,0.67,0.12,0.5,0,0.45,0.23,negative,cluster33
955,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23,negative,cluster33
956,0.58,0.44,0.5,0.26,0.5,0,0.52,0.22,negative,cluster27
957,0.38,0.43,0.53,0.22,0.5,0,0.48,0.11,negative,cluster11
958,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,negative,cluster20
959,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,negative,cluster20
960,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,negative,cluster7
961,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,negative,cluster7
962,0.43,0.22,0.79,0.79,0.5,0,0.22,0,negative,cluster13
963,0.35,0.21,1,0.8,0.5,0,0.13,0.01,negative,cluster13
964,0.35,0.21,1,0.8,0.5,0,0.13,0.01,negative,cluster13
965,0.56,0.35,0.47,0.41,0.5,0,0.5,0.22,negative,cluster27
966,0.56,0.35,0.47,0.35,0.5,0,0.52,0.22,negative,cluster27
967,0.54,0.44,0.55,0.48,0.5,0,0.47,0.22,negative,cluster30
968,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41,negative,cluster17
969,0.48,0.46,0.58,0.16,0.5,0,0.45,0.22,negative,cluster4
970,0.48,0.55,0.48,0.1,0.5,0,0.55,0.22,negative,cluster32
971,0.66,0.6,0.52,0.19,0.5,0,0.69,0.22,negative,cluster29
972,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22,negative,cluster29
973,0.73,0.6,0.47,0.2,0.5,0,0.72,0.22,negative,cluster29
974,0.78,0.82,0.56,0.21,0.5,0,0.69,0.22,negative,cluster29
975,0.42,0.49,0.49,0.36,0.5,0,0.57,0.26,negative,cluster12
976,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22,negative,cluster20
977,0.56,0.61,0.52,0.19,0.5,0,0.52,0.32,negative,cluster8
978,0.47,0.56,0.46,0.5,0.5,0,0.51,0.22,negative,cluster30
979,0.46,0.33,0.45,0.22,0.5,0,0.41,0.37,negative,cluster17
980,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22,negative,cluster4
981,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22,negative,cluster4
982,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,negative,cluster11
983,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,negative,cluster11
984,0.48,0.41,0.52,0.33,0.5,0,0.51,0.26,negative,cluster27
985,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,negative,cluster33
986,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,negative,cluster33
987,0.42,0.5,0.64,0.13,0.5,0,0.49,0.22,negative,cluster10
988,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21,negative,cluster20
989,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21,negative,cluster20
990,0.39,0.65,0.57,0.19,0.5,0,0.44,0.25,negative,cluster11
991,0.39,0.65,0.57,0.19,0.5,0,0.43,0.25,negative,cluster11
992,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11,negative,cluster12
993,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11,negative,cluster12
994,0.51,0.52,0.58,0.17,0.5,0,0.47,0.28,negative,cluster32
995,0.57,0.48,0.54,0.22,0.5,0,0.5,0.11,negative,cluster4
996,0.5,0.5,0.62,0.23,0.5,0,0.35,0.11,negative,cluster2
997,0.41,0.49,0.65,0.28,0.5,0,0.59,0.57,negative,cluster31
998,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22,negative,cluster20
999,0.53,0.57,0.6,0.36,0.5,0,0.5,0.22,negative,cluster20
1000,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39,negative,cluster7
1001,0.37,0.3,0.62,0.43,0.5,0,0.44,0.39,negative,cluster7
1002,0.6,0.57,0.52,0.14,0.5,0,0.46,0.48,negative,cluster0
1003,0.42,0.38,0.52,0.29,0.5,0,0.42,0.22,negative,cluster7
1004,0.41,0.46,0.58,0.08,0.5,0,0.51,0.28,negative,cluster11
1005,0.49,0.4,0.58,0.23,0.5,0,0.47,0.27,negative,cluster4
1006,0.37,0.37,0.51,0.38,0.5,0,0.44,0.22,negative,cluster7
1007,0.57,0.5,0.4,0.08,0.5,0,0.47,0.22,negative,cluster32
1008,0.51,0.4,0.5,0.28,0.5,0,0.48,0.27,negative,cluster27
1009,0.34,0.25,0.55,0.28,0.5,0,0.51,0.49,negative,cluster17
1010,0.77,0.86,0.44,0.27,0.5,0,0.48,0.22,negative,cluster3
1011,0.59,0.54,0.53,0.14,0.5,0,0.48,0.22,negative,cluster32
1012,0.5,0.48,0.48,0.23,0.5,0,0.53,0.68,negative,cluster31
1013,0.39,1,0.38,0.41,0.5,0,0.5,0.27,negative,cluster6
1014,0.56,0.42,0.52,0.14,0.5,0,0.51,0.22,negative,cluster4
1015,0.39,0.46,0.33,0.18,0.5,0,0.53,0.22,negative,cluster24
1016,0.52,0.54,0.47,0.49,0.5,0,0.54,0.22,negative,cluster30
1017,0.46,0.49,0.55,0.18,0.5,0,0.56,0.22,negative,cluster25
