@relation vehicle1
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive,negative}

@data
84.28571428571429,46.285714285714285,71.85714285714286,159.85714285714286,67.57142857142857,6.0,152.0,43.57142857142857,19.0,146.42857142857142,174.85714285714286,345.1428571428571,190.57142857142858,74.71428571428571,4.142857142857142,3.999999999999999,185.0,190.57142857142858,negative
102.0,54.5,107.0,194.5,58.5,11.0,224.0,30.0,25.0,176.0,226.5,729.5,202.0,72.0,4.0,32.0,187.0,201.0,negative
108.0,55.0,97.0,195.0,58.0,6.5,240.5,27.5,26.0,169.0,262.5,861.5,243.5,82.5,5.5,5.0,185.0,184.0,negative
89.0,43.25,69.5,155.25,64.25,8.5,137.0,48.25,18.0,144.5,160.0,282.0,169.0,66.25,5.5,3.25,195.5,203.75,negative
85.375,44.5,71.75,160.875,67.25,7.25,143.25,46.0,18.5,145.125,168.5,308.25,174.125,70.75,4.875,3.874999999999999,188.625,195.875,negative
86.33333333333333,43.0,72.0,175.33333333333334,73.66666666666667,11.0,153.0,43.666666666666664,19.0,143.66666666666666,179.0,347.3333333333333,170.66666666666666,76.33333333333333,4.0,11.0,185.0,188.66666666666666,negative
93.6,43.2,78.8,159.0,63.4,9.0,143.8,46.2,18.6,144.8,162.2,309.4,165.8,65.4,10.8,7.0,197.2,204.8,negative
101.0,53.5,102.5,213.5,68.5,10.0,208.5,32.0,24.0,165.5,224.5,652.0,223.5,73.5,5.5,14.0,186.0,194.0,negative
104.0,49.0,89.0,168.0,54.0,4.0,212.0,31.0,24.0,153.0,238.0,682.0,198.0,78.0,1.0,23.0,190.0,189.0,negative
92.0,46.0,82.0,170.0,58.0,8.0,165.0,40.0,20.0,149.0,181.0,409.0,164.0,61.0,8.0,11.0,200.0,208.0,negative
91.0,46.0,78.0,148.0,61.0,9.0,147.0,45.0,19.0,152.0,168.0,323.0,199.0,70.0,13.0,11.0,189.0,200.0,negative
101.5,48.5,95.0,199.5,62.0,9.5,181.0,36.0,21.0,156.5,198.5,494.0,184.5,63.0,19.5,13.0,200.5,206.0,negative
92.0,43.0,69.0,158.0,56.0,7.0,149.0,44.0,19.0,143.0,170.0,333.0,168.0,63.0,14.0,18.0,198.0,203.0,negative
110.0,56.0,109.0,199.0,57.0,5.0,251.0,27.0,27.0,169.0,272.0,928.0,268.0,82.0,11.0,10.0,183.0,183.0,negative
101.5,56.0,109.0,225.0,66.5,11.5,219.5,30.0,24.5,175.0,232.0,715.5,231.0,68.5,9.0,23.5,189.5,201.0,negative
100.5,53.0,104.5,217.5,67.0,9.5,199.0,33.0,23.0,163.0,215.5,593.0,220.0,67.5,11.0,20.0,191.0,199.5,negative
89.0,37.75,71.75,155.75,62.75,7.75,137.25,48.5,18.0,138.0,158.0,281.75,123.75,64.0,3.25,18.75,197.75,206.75,negative
106.0,49.0,107.0,194.0,57.0,11.0,214.0,31.0,24.0,161.0,224.0,670.0,172.0,67.0,0.0,39.0,192.0,206.0,negative
95.5,39.5,67.0,115.75,48.75,7.5,136.0,50.75,18.25,141.0,161.25,266.25,140.0,80.0,8.25,13.25,183.5,184.0,negative
87.5,39.5,59.75,127.25,56.5,5.25,119.0,56.25,17.0,134.25,142.75,211.0,150.75,72.0,9.5,4.75,188.25,191.75,negative
98.0,55.333333333333336,98.0,166.33333333333334,54.333333333333336,10.333333333333334,215.0,31.0,24.0,174.33333333333334,221.33333333333334,683.0,221.0,75.0,1.666666666666667,4.333333333333334,184.66666666666666,192.66666666666666,negative
100.5,55.0,102.0,219.5,67.5,10.0,211.0,31.0,24.0,166.5,232.5,667.0,247.0,72.0,3.0,11.0,188.0,196.5,negative
100.0,51.333333333333336,109.0,226.66666666666666,68.33333333333333,10.0,219.66666666666666,30.0,24.666666666666668,163.33333333333334,239.0,719.0,206.33333333333334,72.66666666666667,8.0,21.666666666666664,188.66666666666666,198.66666666666666,negative
96.5,35.5,71.5,186.5,70.5,5.5,155.5,41.0,19.0,125.0,184.0,372.5,120.5,71.0,2.5,20.5,200.5,204.5,negative
95.0,46.0,105.0,219.0,68.0,9.0,201.0,33.0,23.0,148.0,223.0,602.0,201.0,69.0,5.0,38.0,191.0,202.0,negative
89.0,42.0,75.0,140.0,55.0,6.0,145.0,46.0,19.0,139.0,170.0,312.0,166.0,71.0,15.0,26.0,191.0,198.0,negative
93.0,42.0,88.0,188.0,62.0,10.0,183.0,36.0,21.0,141.0,208.0,504.0,168.0,70.0,3.0,12.0,189.0,197.0,negative
80.8,45.4,72.0,140.2,60.4,6.8,153.2,43.8,19.0,147.2,177.0,347.0,187.0,79.8,2.2,13.8,182.0,187.0,negative
109.0,48.0,107.0,215.0,62.0,10.0,205.0,32.0,23.0,158.0,222.0,624.0,168.0,65.0,9.0,32.0,195.0,206.0,negative
89.66666666666667,39.666666666666664,75.0,180.33333333333334,71.66666666666667,6.666666666666667,150.66666666666666,43.666666666666664,19.0,134.66666666666666,175.66666666666666,344.3333333333333,147.33333333333334,71.0,3.6666666666666665,14.0,194.66666666666666,199.0,negative
93.33333333333333,45.666666666666664,76.66666666666667,162.0,58.666666666666664,7.333333333333333,159.0,41.666666666666664,20.0,147.66666666666666,184.33333333333334,379.3333333333333,190.33333333333334,68.66666666666667,11.0,13.333333333333334,190.66666666666666,196.66666666666666,negative
103.5,53.0,103.0,188.0,56.0,11.5,216.5,31.0,24.0,169.0,224.0,689.0,189.0,69.5,7.5,24.0,189.0,199.5,negative
92.375,46.375,84.875,158.75,64.125,10.75,156.25,43.375,19.625,157.375,174.75,357.25,180.0,74.0,7.375,13.0,184.5,195.125,negative
91.0,42.0,82.5,201.0,72.0,5.5,170.0,38.0,20.0,137.5,186.5,440.0,158.5,68.5,3.0,17.5,197.0,202.5,negative
94.0,46.0,97.5,204.0,66.0,9.5,195.5,34.0,22.5,146.5,221.5,573.5,196.5,71.5,2.5,11.0,187.0,195.5,negative
94.0,44.0,84.0,216.0,74.0,6.0,184.0,35.0,22.0,145.0,208.0,525.0,154.0,73.0,4.0,22.0,196.0,197.0,negative
87.5,36.0,51.0,118.5,56.0,5.5,114.5,58.5,17.0,124.0,133.5,194.0,141.0,74.0,16.0,13.0,184.0,188.5,negative
98.0,55.0,108.0,168.0,53.0,11.0,224.0,30.0,25.0,178.0,231.0,737.0,217.0,73.0,8.0,30.0,187.0,198.0,negative
83.5,39.0,81.5,145.5,56.5,7.5,151.5,45.0,19.0,134.0,175.0,334.5,136.0,72.0,5.5,17.0,183.5,191.0,negative
98.0,50.5,85.0,213.0,71.5,6.0,191.0,33.5,22.0,157.5,210.0,564.0,215.0,74.5,4.0,6.5,194.5,195.0,negative
106.0,55.0,98.0,224.0,68.0,11.0,215.0,31.0,24.0,170.0,222.0,679.0,214.0,68.0,2.0,29.0,189.0,201.0,negative
97.5,39.0,76.0,179.5,64.5,6.0,171.5,37.0,20.5,134.0,198.0,453.5,139.0,73.0,3.0,11.5,198.0,200.0,negative
86.5,39.25,61.75,136.5,58.0,7.0,121.25,54.5,17.0,135.75,142.0,220.25,144.5,62.75,10.25,7.75,199.0,205.5,negative
97.0,47.0,88.0,183.0,60.0,7.0,197.0,33.0,23.0,148.0,214.0,596.0,201.0,74.0,8.0,0.0,192.0,191.0,negative
104.0,52.0,110.0,172.0,53.0,10.0,219.0,30.0,25.0,166.0,235.0,711.0,218.0,74.0,10.0,28.0,188.0,198.0,negative
94.0,38.0,84.0,158.0,55.0,9.0,169.0,39.0,20.0,130.0,196.0,430.0,155.0,69.0,9.0,15.0,190.0,195.0,negative
84.66666666666667,40.0,55.66666666666667,114.66666666666666,53.0,6.666666666666667,132.0,52.666666666666664,18.0,138.66666666666666,143.0,248.66666666666666,157.33333333333334,85.66666666666667,6.666666666666667,6.666666666666667,176.33333333333334,183.0,negative
106.0,54.0,104.0,162.5,47.5,4.5,247.0,27.0,27.0,165.5,267.5,891.5,242.5,84.5,8.0,6.0,181.0,182.5,negative
82.14285714285714,43.57142857142857,68.85714285714286,134.14285714285714,59.142857142857146,7.0,150.0,45.285714285714285,19.0,146.42857142857142,171.0,327.2857142857143,175.85714285714286,81.57142857142857,5.285714285714286,14.0,179.85714285714286,184.14285714285714,negative
94.0,49.0,87.0,159.0,64.0,10.0,157.0,43.0,20.0,158.0,179.0,363.0,203.0,75.0,4.0,0.0,183.0,194.0,negative
96.0,42.0,64.0,172.0,66.5,6.5,147.0,43.5,19.0,139.5,169.0,333.0,162.0,66.0,5.5,5.5,201.5,208.0,negative
103.5,57.5,104.0,225.5,69.0,11.0,218.5,30.0,24.5,174.5,228.5,711.0,248.0,72.0,8.5,3.0,187.0,195.5,negative
88.0,35.5,62.0,127.5,56.5,6.0,117.5,56.5,17.0,127.5,138.5,205.5,120.5,66.0,3.5,18.5,194.0,200.5,negative
96.0,41.0,77.0,177.0,64.0,5.0,177.0,36.0,21.0,134.0,205.0,485.0,148.0,74.0,0.0,4.0,196.0,198.0,negative
92.33333333333333,45.333333333333336,73.66666666666667,183.66666666666666,72.66666666666667,6.666666666666667,155.66666666666666,41.333333333333336,19.0,144.66666666666666,179.33333333333334,370.0,188.66666666666666,70.33333333333333,7.0,6.333333333333334,193.33333333333334,199.33333333333334,negative
107.0,52.0,101.0,218.0,64.0,11.0,202.0,33.0,23.0,164.0,219.0,610.0,192.0,65.0,17.0,2.0,197.0,206.0,negative
91.8,37.0,75.6,181.0,67.8,7.4,155.4,42.0,19.0,128.4,177.2,364.8,134.4,67.4,2.4,11.8,195.4,202.2,negative
91.0,36.0,66.0,140.5,57.0,7.5,133.5,50.0,18.0,131.0,156.0,263.0,124.5,66.5,3.0,31.5,193.0,202.0,negative
88.33333333333333,45.0,75.16666666666667,153.83333333333334,62.666666666666664,7.166666666666667,147.33333333333334,44.666666666666664,19.0,146.0,169.33333333333334,327.1666666666667,176.33333333333334,69.83333333333333,6.0,3.833333333333333,190.33333333333334,197.83333333333334,negative
92.0,42.0,75.0,172.0,60.0,8.0,147.0,45.0,19.0,142.0,174.0,322.0,160.0,62.0,22.0,10.0,206.0,211.0,negative
95.33333333333333,46.0,84.66666666666667,204.33333333333334,69.33333333333333,6.0,185.0,35.0,22.0,147.66666666666666,203.0,526.6666666666666,178.66666666666666,72.33333333333333,3.0,8.333333333333334,194.66666666666666,196.66666666666666,negative
88.0,39.0,88.0,194.0,69.0,8.0,168.0,40.0,20.0,133.0,199.0,416.0,151.0,74.0,3.0,22.0,186.0,192.0,negative
80.0,34.0,42.0,110.0,57.0,3.0,114.0,59.0,17.0,119.0,131.0,191.0,121.0,87.0,4.0,7.0,179.0,183.0,negative
80.66666666666667,36.666666666666664,56.66666666666667,117.66666666666666,56.666666666666664,5.666666666666666,123.66666666666666,54.666666666666664,17.333333333333332,124.66666666666667,141.33333333333334,223.66666666666666,128.66666666666666,80.33333333333333,6.0,7.333333333333333,178.33333333333334,184.0,negative
104.0,55.333333333333336,100.66666666666667,201.33333333333334,61.0,12.0,221.33333333333334,30.0,25.0,177.33333333333334,228.0,721.3333333333333,213.0,71.66666666666667,8.666666666666666,5.666666666666667,187.0,196.0,negative
79.75,37.5,62.75,129.5,58.25,6.5,132.0,51.5,18.0,127.5,149.25,254.25,139.5,79.5,4.75,23.0,180.5,186.5,negative
96.5,45.75,89.0,172.5,68.0,10.25,155.75,43.25,19.5,150.5,170.5,356.5,183.0,68.0,13.75,12.75,192.0,200.75,negative
104.0,52.0,96.0,188.0,59.0,9.0,188.0,35.0,22.0,161.0,206.0,530.0,205.0,67.0,11.0,8.0,193.0,200.0,negative
92.0,44.5,80.0,188.5,64.0,6.5,163.0,40.0,20.0,144.0,188.5,401.0,179.0,65.5,12.0,14.5,196.5,201.5,negative
101.0,48.0,107.0,222.0,68.0,10.0,208.0,32.0,24.0,154.0,232.0,641.0,204.0,70.0,5.0,38.0,190.0,202.0,negative
89.0,35.5,78.0,155.5,57.5,7.5,148.5,45.0,19.0,126.5,170.0,326.0,135.5,65.5,6.0,28.5,194.0,200.5,negative
79.0,39.0,72.0,127.0,53.0,9.0,142.0,48.0,19.0,135.0,165.0,295.0,144.0,77.0,7.0,21.0,181.0,189.0,negative
107.0,53.0,103.0,221.0,66.0,11.0,209.0,32.0,24.0,163.0,222.0,653.0,212.0,66.0,0.0,1.0,191.0,201.0,negative
90.0,43.0,81.0,231.0,97.0,46.0,150.0,45.0,19.0,149.0,200.0,332.0,164.0,91.0,5.0,9.0,186.0,196.0,negative
97.0,46.0,101.0,210.0,66.0,8.0,192.0,35.0,22.0,151.0,208.0,546.0,169.0,66.0,1.0,32.0,191.0,200.0,negative
102.0,52.0,98.0,225.0,71.0,10.0,214.0,31.0,24.0,164.0,228.0,682.0,199.0,71.0,0.0,16.0,187.0,196.0,negative
84.0,39.0,90.0,180.0,60.0,7.0,177.0,37.0,21.0,131.0,209.0,469.0,145.0,71.0,4.0,38.0,190.0,198.0,negative
100.0,52.0,89.5,191.0,63.5,5.5,203.5,32.0,23.0,159.5,226.5,630.5,216.5,77.5,6.5,20.0,191.5,191.0,negative
98.0,54.5,104.0,185.0,59.75,10.25,214.5,31.25,24.0,174.0,221.0,675.5,220.25,74.25,7.75,24.75,185.75,194.5,negative
81.66666666666667,37.0,51.0,111.33333333333334,54.333333333333336,5.333333333333334,122.66666666666666,55.333333333333336,17.333333333333332,127.66666666666667,139.0,219.66666666666666,146.66666666666666,83.0,5.333333333333333,11.666666666666666,179.0,183.66666666666666,negative
111.0,54.0,103.0,171.0,50.0,11.0,221.0,30.0,25.0,172.0,227.0,727.0,201.0,69.0,15.0,6.0,190.0,198.0,negative
90.4,42.0,81.2,141.4,57.6,8.4,148.8,44.8,19.0,145.0,170.8,329.8,161.6,70.8,5.8,17.0,188.0,197.8,negative
96.0,49.0,98.0,187.0,59.0,6.0,213.0,31.0,24.0,152.0,228.0,680.0,210.0,77.0,8.0,28.0,188.0,189.0,negative
96.5,45.5,89.5,160.5,63.5,9.5,151.0,44.5,19.0,148.0,169.5,336.5,176.5,67.5,16.5,15.5,194.5,202.0,negative
91.0,34.666666666666664,61.33333333333333,144.66666666666666,60.666666666666664,7.0,127.66666666666666,52.0,18.0,129.33333333333334,147.66666666666666,245.0,111.33333333333334,63.666666666666664,3.6666666666666665,6.000000000000001,198.66666666666666,205.0,negative
105.0,51.0,93.0,160.0,51.0,7.0,217.0,30.0,24.0,165.0,240.0,703.0,208.0,81.0,9.0,25.0,188.0,188.0,negative
93.25,40.75,81.25,162.75,63.5,8.75,144.75,45.75,19.0,144.5,163.25,312.75,134.5,64.5,5.75,6.75,198.0,205.75,negative
106.0,54.0,100.0,227.0,67.0,4.0,250.0,27.0,27.0,162.0,280.0,923.0,262.0,88.0,5.0,11.0,182.0,182.0,negative
106.0,50.5,99.0,204.5,61.0,9.5,192.5,34.0,22.0,161.0,212.0,560.0,190.0,64.0,9.5,4.0,197.0,203.0,negative
86.5,40.5,80.0,154.0,61.0,6.5,155.5,42.5,19.5,135.5,184.5,360.0,157.0,75.0,3.0,17.5,186.0,191.5,negative
97.0,50.0,108.0,211.0,65.0,10.0,214.0,31.0,24.0,156.0,232.0,683.0,218.0,72.0,7.0,29.0,188.0,197.0,negative
92.0,35.0,66.0,156.5,59.0,6.5,144.5,45.5,18.5,129.5,165.5,313.0,121.5,64.0,3.0,7.0,197.0,202.5,negative
107.5,57.0,106.0,174.5,50.5,5.5,255.5,26.0,28.0,169.5,282.5,961.5,262.5,86.0,8.0,5.5,181.5,182.0,negative
89.0,34.5,60.0,138.0,59.5,6.5,122.0,54.5,17.0,129.5,141.5,222.5,114.0,64.0,4.0,15.5,198.5,205.5,negative
103.0,52.0,103.0,170.0,52.0,7.0,236.0,28.0,26.0,160.0,254.0,816.0,250.0,82.0,3.0,23.0,183.0,184.0,negative
80.0,39.0,60.0,122.0,56.0,6.0,139.0,49.0,18.0,131.0,151.0,281.0,142.0,80.0,0.0,5.0,179.0,186.0,negative
78.0,39.0,77.5,138.5,57.0,6.5,147.0,46.5,19.0,133.5,169.5,313.0,140.0,78.0,12.0,25.0,181.0,190.0,negative
109.0,52.0,95.0,189.0,58.0,4.0,227.0,29.0,25.0,158.0,262.0,776.0,217.0,82.0,0.0,19.0,187.0,186.0,negative
97.0,41.0,92.0,197.0,63.0,10.0,179.0,37.0,21.0,140.0,197.0,481.0,136.0,63.0,4.0,3.0,197.0,204.0,negative
86.0,45.0,71.0,170.0,70.0,6.0,146.0,45.0,19.0,146.0,172.0,321.0,189.0,71.0,10.0,8.0,187.0,191.0,negative
